text,label
"My love, I have shipped a surprise package for you from London. It has a gold chain, a Rolex, and 50,000 cash. The customs agent at airport called. You must pay 40000 rupees clearance fee to release it. Let me know.",Romance Scam
Hey Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money.,Investment Scam
"Good morning Dear customer, your ICICI bank account has been suspended today. KYC verification has expired. Please click this link to update your KYC documents and restore services: http://secure-punjabnationalbank.com",Bank KYC Scam
"Hi, I am HR manager at Google Maps rating. We have a vacancy for part-time assistant. Earn 25,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks.",Job Scam
"Hey Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Vikram Rathore here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years. Have a good day.",Digital Arrest Scam
Respected sir/madam Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership.,Investment Scam
"Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 34000 rupees into the customs account so they deliver it. Have a good day.",Romance Scam
"Dear customer Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 25,000 rupees today and trade under supervision of Sanjay Kumar. Regards.",Investment Scam
"Hey Hello, I am the branch manager of Kotak Mahindra. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Have a good day.",Bank KYC Scam
"Hi there Get instant personal loans up to 50,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately. Let me know.",Loan Scam
Respected sir/madam Double your USDT and USDT today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed. Please reply soon.,Crypto Scam
"Hey, I will be a bit late for dinner tonight. Please don't wait for me. Please reply soon.",Safe
Hi there I have completed the code review for the pull request. Let's merge it. Act fast to resolve this.,Safe
"Hi there Dear user, your mobile SIM KYC is incomplete and your number will be deactivated by tonight. Please contact our support team and share your Aadhaar details and OTP.",Bank KYC Scam
"Dear customer Hey, can you please transfer 1,50,000 rupees to my account for the concert tickets? Let me know.",Safe
"Get instant personal loans up to 1,50,000 rupees with zero credit score check and low interest rates of 2%. To disburse the money, you must pay a processing fee of 4,999 rupees immediately. Have a good day.",Loan Scam
Respected sir/madam Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money. Do not ignore this message.,Investment Scam
"Task completed! You earned 500 rupees. To withdraw this and unlock premium high-paying tasks of Level 2, you must deposit 2,000 rupees. This is fully refundable capital. Let me know.",Job Scam
"Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://update-axisbank.com",Loan Scam
"Exclusive crypto arbitrage signals! Sign up on our private exchange and buy Bitcoin at low price, sell at high price. Deposit at least 500 Bitcoin to activate the bot.",Crypto Scam
"Good morning Scan this scan card QR code to claim your cashback voucher of 5,00,000 rupees. Once scanned, enter your UPI password and the money will be sent to your account. Act fast to resolve this.",QR Code Scam
Hi there Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership.,Investment Scam
"Good morning Telecom authority TRAI alert. Your mobile number is blacklisted for sending illegal texts. I am connecting you to Mumbai Police Crime Branch. Officer Vikram Rathore here, you are under digital arrest for financial fraud. Cooperate or go to jail for 7 years. Regards.",Digital Arrest Scam
"Hi Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://update-hdfc.com Let me know.",Loan Scam
"Dear customer Earn 10% daily ROI on our decentralized crypto staking platform. Create an account, deposit Bitcoin to the wallet address, and watch your balance grow. Withdraw anytime. Do not ignore this message.",Crypto Scam
"Hi, I am HR manager at YouTube Marketing. We have a vacancy for part-time assistant. Earn 50,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks.",Job Scam
I am so happy I met you on Tinder. I want to buy a house and settle down with you. I am sending a package with diamonds. The customs officer Vikram Rathore wants tax clearance fee. Please help me pay it.,Romance Scam
"This is Megnand Sharma calling from the CBI Mumbai headquarters. Your Aadhaar card has been linked to a money laundering syndicate involving 50,000 rupees. You are under digital arrest. You must join a WhatsApp video call immediately. Do not talk to anyone or leave your house, or you will face immediate arrest. Thanks.",Digital Arrest Scam
Good morning I am so happy I met you on Tinder. I want to buy a house and settle down with you. I am sending a package with diamonds. The customs officer David wants tax clearance fee. Please help me pay it. Thanks.,Romance Scam
"Hi Earn 10% daily ROI on our decentralized crypto staking platform. Create an account, deposit Doge to the wallet address, and watch your balance grow. Withdraw anytime.",Crypto Scam
"Congratulations! Your loan application for 50,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer. Do not ignore this message.",Loan Scam
"Hello Dear customer, your ICICI bank account has been suspended today. KYC verification has expired. Please click this link to update your KYC documents and restore services: http://update-hdfc.com Have a good day.",Bank KYC Scam
"Respected sir/madam Dear user, your mobile SIM KYC is incomplete and your number will be deactivated by tonight. Please contact our support team and share your Aadhaar details and OTP.",Bank KYC Scam
"Good morning Congratulations! Your loan application for 15,00,000 rupees is approved. To receive the funds in your account, please pay a refundable security deposit of 9,999 rupees to the bank officer. Have a good day.",Loan Scam
"Hey Honey, my card is blocked while traveling. Can you please pay 25000 rupees to the airport customs authority for my luggage fee? I will return it as soon as I arrive. Have a good day.",Romance Scam
"Hey Scan this scan card QR code to claim your cashback voucher of 5,00,000 rupees. Once scanned, enter your UPI password and the money will be sent to your account. Thanks.",QR Code Scam
"Hi Sir, I am paying you advance money. Scanning this QR code will deposit the funds. Do not worry, just scan it, enter your PIN and click receive. Do not ignore this message.",QR Code Scam
"Dear customer Hello, this is to confirm your doctor appointment scheduled for tomorrow at 5:00 AM.",Safe
"Hi there This is Vikram Rathore calling from the CBI Mumbai headquarters. Your Aadhaar card has been linked to a money laundering syndicate involving 15,00,000 rupees. You are under digital arrest. You must join a WhatsApp video call immediately. Do not talk to anyone or leave your house, or you will face immediate arrest. Let me know.",Digital Arrest Scam
"Good morning Dear customer, your Punjab National Bank bank account has been suspended today. KYC verification has expired. Please click this link to update your KYC documents and restore services: http://update-punjabnationalbank.com",Bank KYC Scam
"Hey, can you please transfer 15,00,000 rupees to my account for the concert tickets? Regards.",Safe
"Hi there Earn 1,50,000 rupees daily by doing part-time work from home. Task is simple: like YouTube videos, rating hotels on Maps, or subscribing to channels. No signup fees. Join our Telegram group now. Do not ignore this message.",Job Scam
"Hi there Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now. Have a good day.",OTP Scam
Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://login-punjabnationalbank.com Act fast to resolve this.,Bank KYC Scam
"Hi there Welcome to the VIP trading group 'Wealth Creators Club' hosted by Vikram Rathore. We provide daily stock trading signals and IPO allocations with 300% guaranteed returns. See screenshots of profits of 5,00,000 rupees made by our members. To start trading, deposit money into our institutional account. Have a good day.",Investment Scam
Dear customer Could you please share the project presentation deck for tomorrow's meeting? Regards.,Safe
"Scan this scan card QR code to claim your cashback voucher of 5,00,000 rupees. Once scanned, enter your UPI password and the money will be sent to your account.",QR Code Scam
"Good morning Alert: Your transaction of 5,00,000 rupees on Amazon is pending. To cancel this unauthorized transaction, please share the OTP code sent to your phone immediately.",OTP Scam
"Respected sir/madam Dear customer, your credit card point redemption request for 5,00,000 rupees is successful. To credit the cash to your bank, tell me the verification OTP you just received. Thanks.",OTP Scam
Good morning Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://update-icici.com Please reply soon.,Bank KYC Scam
"Good morning Hi, your electricity connection will be cut tonight at 9:30 PM due to unpaid bills. I can update it in the database. Please tell me the OTP sent to your phone number now. Thanks.",OTP Scam
Hi there Alert: Your netbanking account will block permanently within 24 hours. Update PAN card and KYC now. Click here to login to your bank portal: http://secure-sbi.com Please reply soon.,Bank KYC Scam
"Respected sir/madam Dear user, your mobile SIM KYC is incomplete and your number will be deactivated by tonight. Please contact our support team and share your Aadhaar details and OTP. Have a good day.",Bank KYC Scam
Hi there I am so happy I met you on Tinder. I want to buy a house and settle down with you. I am sending a package with diamonds. The customs officer Vikram Rathore wants tax clearance fee. Please help me pay it.,Romance Scam
Respected sir/madam CBI Notarized Supervision Acknowledgement. You are accused of opening 15 fake bank accounts using your identity documents. You are placed under digital arrest starting now. Do not notify your family. Cooperate on WhatsApp video call to avoid lockup. Please reply soon.,Digital Arrest Scam
"Hi Honey, my card is blocked while traveling. Can you please pay 23000 rupees to the airport customs authority for my luggage fee? I will return it as soon as I arrive.",Romance Scam
"Dear customer Hello, I am the branch manager of Axis Bank. Your ATM debit card has been blocked for security. I need your card number, CVV, and net banking password to complete your KYC update. Have a good day.",Bank KYC Scam
"Respected sir/madam Invest in the presale of the next 100x meme coin! Transfer Bitcoin or Bitcoin to our contract address. Get early allocation. The coin list on Binance next week, buy now. Act fast to resolve this.",Crypto Scam
"Hi there Exclusive crypto arbitrage signals! Sign up on our private exchange and buy Ethereum at low price, sell at high price. Deposit at least 500 Ethereum to activate the bot.",Crypto Scam
Hello Earn passive income from stock investment. We handle the trading for you. Guaranteed returns of 20% weekly. Deposit funds directly to our coordinator to unlock your VIP membership. Have a good day.,Investment Scam
Hi there CBI Notarized Supervision Acknowledgement. You are accused of opening 15 fake bank accounts using your identity documents. You are placed under digital arrest starting now. Do not notify your family. Cooperate on WhatsApp video call to avoid lockup.,Digital Arrest Scam
"Good morning Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 25,000 rupees today and trade under supervision of Amit Shah.",Investment Scam
"Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 5,00,000 rupees today and trade under supervision of David. Let me know.",Investment Scam
"Hello Dear customer, your Kotak Mahindra bank account has been suspended today. KYC verification has expired. Please click this link to update your KYC documents and restore services: http://verification-punjabnationalbank.com",Bank KYC Scam
"Hi Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 17000 rupees into the customs account so they deliver it.",Romance Scam
"Respected sir/madam Dear customer, your credit card point redemption request for 50,000 rupees is successful. To credit the cash to your bank, tell me the verification OTP you just received. Let me know.",OTP Scam
"Welcome to the VIP trading group 'Wealth Creators Club' hosted by Megnand Sharma. We provide daily stock trading signals and IPO allocations with 300% guaranteed returns. See screenshots of profits of 15,00,000 rupees made by our members. To start trading, deposit money into our institutional account.",Investment Scam
Double your Doge and Doge today! Send your crypto to our professional trading smart contract address and receive 200% return back in 24 hours. Safe and guaranteed. Let me know.,Crypto Scam
CBI Notarized Supervision Acknowledgement. You are accused of opening 15 fake bank accounts using your identity documents. You are placed under digital arrest starting now. Do not notify your family. Cooperate on WhatsApp video call to avoid lockup.,Digital Arrest Scam
"Hello Dearest, I sent you a gift box containing a new iPhone and designer bags. The courier company says it is held at Delhi airport for customs duty. Please deposit 33000 rupees into the customs account so they deliver it. Thanks.",Romance Scam
"Welcome to the VIP trading group 'VIP Stock Academy' hosted by Amit Shah. We provide daily stock trading signals and IPO allocations with 300% guaranteed returns. See screenshots of profits of 50,000 rupees made by our members. To start trading, deposit money into our institutional account. Regards.",Investment Scam
"Hi Make massive wealth daily with stock market training. We guarantee 50% profits every day on short term options. Join our Telegram vip channel. Transfer 5,00,000 rupees today and trade under supervision of Vikram Rathore. Have a good day.",Investment Scam
Good morning I am so happy I met you on Tinder. I want to buy a house and settle down with you. I am sending a package with diamonds. The customs officer David wants tax clearance fee. Please help me pay it.,Romance Scam
"Hi Hi, I am HR manager at YouTube Marketing. We have a vacancy for part-time assistant. Earn 15,00,000 per day. Get paid 100 rupees per video like. Share your UPI and start tasks.",Job Scam
"Hi Hi, I wanted to check if you received my email regarding the job application status? Have a good day.",Safe
"Work from home opportunity! Earn massive commissions by rating movies. To continue receiving tasks and withdraw your balance, pay the deposit of 5,000 rupees to our merchant account. Please reply soon.",Job Scam
"Dear customer Need urgent cash? Instant loan approved within 5 minutes. No paperwork required. Pay initial documentation charge of 2,500 rupees to get the cash. Click this link to apply: http://verification-axisbank.com",Loan Scam
"Dear customer Hello, this is to confirm your doctor appointment scheduled for tomorrow at 7:45 AM. Thanks.",Safe
Respected sir/madam Special IPO allocation opportunity! Get guaranteed shares of high demand companies. Limited seats left. Transfer capital to our trading account. Thousands of members are already making money. Let me know.,Investment Scam
